序号,审批状态,主键ID,主键ID版本号,启禁状态,技术标准版本号,关联物料,物料品类,物料大类,物料归属,适用生产基地代码,适用生产基地名称,检测项目代码,检测项目,是否判定,检测时间,抽样检测方式,取样部门,检测部门,定量定性,初检复检,检测单元数量,检测次数,检测单元单位,检测频率,取样数量,取样单位,是否扣减库存,库存扣减数量,库存扣减单位,检测工具,标准要求,异常标准项,检测指标单位,下限,上限,小数精确位数,异常处理最低不合格量,异常结果显示,检测方法,超标处理方案,备注,有效期起,有效期止
440,,HWBT0450,001,禁用,Q/RW-TS-001-2023,"[{'id': 21, 'name': '纸皮/普通型/250ml', 'sap_code': '20000023', 'code': 'GC000021', 'desc': '普通型纸皮'}, {'id': 44, 'name': '纸皮/普通型/250ML/24/30周年版', 'sap_code': '20002030', 'code': 'GC000044', 'desc': '普通型纸皮'}, {'id': 46, 'name': '纸皮/普通型/250ML/30周年版/六罐装/包装', 'sap_code': '20002031', 'code': 'GC000046', 'desc': '六罐装纸皮'}, {'id': 48, 'name': '纸皮/强化型/250ml/蓝色/30周年版', 'sap_code': '20002033', 'code': 'GC000048', 'desc': '强化型纸皮'}, {'id': 50, 'name': '纸皮/普通型/250ML/24/2025新疆专供', 'sap_code': '20002076', 'code': 'GC000050', 'desc': '普通型纸皮'}, {'id': 51, 'name': '纸皮/普通型/250ML/24/30周年版/两元促销/台州专供二期', 'sap_code': '20002116', 'code': 'GC000051', 'desc': '非箱内码促销纸皮'}, {'id': 52, 'name': '纸皮/普通型/250ML/24/30周年广东二期箱内码', 'sap_code': '20002166', 'code': 'GC000052', 'desc': '箱内码促销纸皮'}, {'id': 53, 'name': '纸皮/普通型/250ML/24/30周年普通箱内码二期/2025', 'sap_code': '20002167', 'code': 'GC000053', 'desc': '箱内码促销纸皮'}]",纸皮,包材,红牛,,,YC00000008,箱内二维码外观与扫读,是,到货检测,,储运部,品管部,定性,初检,150000,等于,张,,3,张,是,3,张,目测检查、手机微信、支付宝（广东；专用手机）,印刷清晰，可识别,模糊/识别异常,,,,,1,复检,每次到货每3万张随机抽检3张，不足3万张按照3万张标准进行抽样检测。用直尺测量图示中相应位置尺寸。,若有不合格，取同一检测单元9张进行复检。,,2025-01-01,9999-12-31
441,,HWBT0451,001,禁用,Q/RW-TS-001-2023,"[{'id': 21, 'name': '纸皮/普通型/250ml', 'sap_code': '20000023', 'code': 'GC000021', 'desc': '普通型纸皮'}, {'id': 44, 'name': '纸皮/普通型/250ML/24/30周年版', 'sap_code': '20002030', 'code': 'GC000044', 'desc': '普通型纸皮'}, {'id': 46, 'name': '纸皮/普通型/250ML/30周年版/六罐装/包装', 'sap_code': '20002031', 'code': 'GC000046', 'desc': '六罐装纸皮'}, {'id': 48, 'name': '纸皮/强化型/250ml/蓝色/30周年版', 'sap_code': '20002033', 'code': 'GC000048', 'desc': '强化型纸皮'}, {'id': 50, 'name': '纸皮/普通型/250ML/24/2025新疆专供', 'sap_code': '20002076', 'code': 'GC000050', 'desc': '普通型纸皮'}, {'id': 51, 'name': '纸皮/普通型/250ML/24/30周年版/两元促销/台州专供二期', 'sap_code': '20002116', 'code': 'GC000051', 'desc': '非箱内码促销纸皮'}, {'id': 52, 'name': '纸皮/普通型/250ML/24/30周年广东二期箱内码', 'sap_code': '20002166', 'code': 'GC000052', 'desc': '箱内码促销纸皮'}, {'id': 53, 'name': '纸皮/普通型/250ML/24/30周年普通箱内码二期/2025', 'sap_code': '20002167', 'code': 'GC000053', 'desc': '箱内码促销纸皮'}]",纸皮,包材,红牛,,,YF00000026,箱内二维码外观与扫读,是,到货检测,,储运部,品管部,定性,复检,150000,大于等于,张,,9,张,是,9,张,目测检查、手机微信、支付宝（广东；专用手机）,印刷清晰，可识别,模糊/识别异常,,,,,1,不合格,从初检问题检测单元中取9张进行复检。,若仍有不合格，则判定该批次检测不合格。,,2025-01-01,9999-12-31
442,,HWBT0452,001,禁用,Q/RW-TS-001-2023,"[{'id': 18, 'name': '热缩膜/450mm', 'sap_code': '20000028', 'code': 'GC000018', 'desc': '450热缩膜'}, {'id': 19, 'name': '热缩膜/375mm', 'sap_code': '20000029', 'code': 'GC000019', 'desc': '强化型热缩膜'}, {'id': 20, 'name': '热缩膜/900MM', 'sap_code': '20000503', 'code': 'GC000020', 'desc': '900热缩膜'}, {'id': 31, 'name': '热缩膜/罐装/战马', 'sap_code': '20000962', 'code': 'GC000031', 'desc': '战马热缩膜'}, {'id': 42, 'name': '热缩膜/六罐装/30周年版', 'sap_code': '20002036', 'code': 'GC000042', 'desc': '六罐装热缩膜'}, {'id': 43, 'name': '热缩膜/六罐装/31周年版', 'sap_code': '20002283', 'code': 'GC000043', 'desc': '六罐装热缩膜'}]",热缩膜,包材,红牛,8886,红牛维他命饮料（江苏）有限公司,YC00000009,净重,是,到货检测,,品管部,品管部,定量,初检,10,等于,吨,,3,卷,否,,,电子称,标识重量±0.5,,kg,34.5000,35.5000,1,1,复检,每次到货每10吨热缩膜随机抽样3卷检测，不足10吨按照10吨标准进行抽样检测。,若有不合格，取同一检测单元内同批次3卷进行复检。,,2025-01-01,9999-12-31
443,,HWBT0453,001,禁用,Q/RW-TS-001-2023,"[{'id': 18, 'name': '热缩膜/450mm', 'sap_code': '20000028', 'code': 'GC000018', 'desc': '450热缩膜'}, {'id': 19, 'name': '热缩膜/375mm', 'sap_code': '20000029', 'code': 'GC000019', 'desc': '强化型热缩膜'}, {'id': 20, 'name': '热缩膜/900MM', 'sap_code': '20000503', 'code': 'GC000020', 'desc': '900热缩膜'}, {'id': 31, 'name': '热缩膜/罐装/战马', 'sap_code': '20000962', 'code': 'GC000031', 'desc': '战马热缩膜'}, {'id': 42, 'name': '热缩膜/六罐装/30周年版', 'sap_code': '20002036', 'code': 'GC000042', 'desc': '六罐装热缩膜'}, {'id': 43, 'name': '热缩膜/六罐装/31周年版', 'sap_code': '20002283', 'code': 'GC000043', 'desc': '六罐装热缩膜'}]",热缩膜,包材,红牛,8885,广东红牛维他命饮料有限公司,YC00000009,净重,是,到货检测,,品管部,品管部,定量,初检,10,等于,吨,,3,卷,否,,,电子称,标识重量±0.5,,kg,34.5000,35.5000,1,1,复检,每次到货每10吨热缩膜随机抽样3卷检测，不足10吨按照10吨标准进行抽样检测。,若有不合格，取同一检测单元内同批次3卷进行复检。,,2025-01-01,9999-12-31
444,,HWBT0454,001,禁用,Q/RW-TS-001-2023,"[{'id': 18, 'name': '热缩膜/450mm', 'sap_code': '20000028', 'code': 'GC000018', 'desc': '450热缩膜'}, {'id': 19, 'name': '热缩膜/375mm', 'sap_code': '20000029', 'code': 'GC000019', 'desc': '强化型热缩膜'}, {'id': 20, 'name': '热缩膜/900MM', 'sap_code': '20000503', 'code': 'GC000020', 'desc': '900热缩膜'}, {'id': 31, 'name': '热缩膜/罐装/战马', 'sap_code': '20000962', 'code': 'GC000031', 'desc': '战马热缩膜'}, {'id': 42, 'name': '热缩膜/六罐装/30周年版', 'sap_code': '20002036', 'code': 'GC000042', 'desc': '六罐装热缩膜'}, {'id': 43, 'name': '热缩膜/六罐装/31周年版', 'sap_code': '20002283', 'code': 'GC000043', 'desc': '六罐装热缩膜'}]",热缩膜,包材,红牛,8880,红牛维他命饮料有限公司,YC00000009,净重,是,到货检测,,品管部,品管部,定量,初检,10,等于,吨,,3,卷,否,,,电子称,标识重量±0.5,,kg,34.5000,35.5000,1,1,复检,每次到货每10吨热缩膜随机抽样3卷检测，不足10吨按照10吨标准进行抽样检测。,若有不合格，取同一检测单元内同批次3卷进行复检。,,2025-01-01,9999-12-31
445,,HWBT0455,001,禁用,Q/RW-TS-001-2023,"[{'id': 18, 'name': '热缩膜/450mm', 'sap_code': '20000028', 'code': 'GC000018', 'desc': '450热缩膜'}, {'id': 19, 'name': '热缩膜/375mm', 'sap_code': '20000029', 'code': 'GC000019', 'desc': '强化型热缩膜'}, {'id': 20, 'name': '热缩膜/900MM', 'sap_code': '20000503', 'code': 'GC000020', 'desc': '900热缩膜'}, {'id': 31, 'name': '热缩膜/罐装/战马', 'sap_code': '20000962', 'code': 'GC000031', 'desc': '战马热缩膜'}, {'id': 42, 'name': '热缩膜/六罐装/30周年版', 'sap_code': '20002036', 'code': 'GC000042', 'desc': '六罐装热缩膜'}, {'id': 43, 'name': '热缩膜/六罐装/31周年版', 'sap_code': '20002283', 'code': 'GC000043', 'desc': '六罐装热缩膜'}]",热缩膜,包材,红牛,8883,红牛维他命饮料（湖北）有限公司,YC00000009,净重,是,到货检测,,品管部,品管部,定量,初检,10,等于,吨,,3,卷,否,,,电子称,标识重量±0.5,,kg,49.5000,50.5000,1,1,复检,每次到货每10吨热缩膜随机抽样3卷检测，不足10吨按照10吨标准进行抽样检测。,若有不合格，取同一检测单元内同批次3卷进行复检。,,2025-01-01,9999-12-31
446,,HWBT0456,001,禁用,Q/RW-TS-001-2023,"[{'id': 18, 'name': '热缩膜/450mm', 'sap_code': '20000028', 'code': 'GC000018', 'desc': '450热缩膜'}, {'id': 19, 'name': '热缩膜/375mm', 'sap_code': '20000029', 'code': 'GC000019', 'desc': '强化型热缩膜'}, {'id': 20, 'name': '热缩膜/900MM', 'sap_code': '20000503', 'code': 'GC000020', 'desc': '900热缩膜'}, {'id': 31, 'name': '热缩膜/罐装/战马', 'sap_code': '20000962', 'code': 'GC000031', 'desc': '战马热缩膜'}, {'id': 42, 'name': '热缩膜/六罐装/30周年版', 'sap_code': '20002036', 'code': 'GC000042', 'desc': '六罐装热缩膜'}, {'id': 43, 'name': '热缩膜/六罐装/31周年版', 'sap_code': '20002283', 'code': 'GC000043', 'desc': '六罐装热缩膜'}]",热缩膜,包材,红牛,6865,华彬快速消费品饮料（贵州）有限公司,YC00000009,净重,是,到货检测,,品管部,品管部,定量,初检,10,等于,吨,,3,卷,否,,,电子称,标识重量±0.5,,kg,49.5000,50.5000,1,1,复检,每次到货每10吨热缩膜随机抽样3卷检测，不足10吨按照10吨标准进行抽样检测。,若有不合格，取同一检测单元内同批次3卷进行复检。,,2025-01-01,9999-12-31
447,,HWBT0457,001,禁用,Q/RW-TS-001-2023,"[{'id': 18, 'name': '热缩膜/450mm', 'sap_code': '20000028', 'code': 'GC000018', 'desc': '450热缩膜'}, {'id': 19, 'name': '热缩膜/375mm', 'sap_code': '20000029', 'code': 'GC000019', 'desc': '强化型热缩膜'}, {'id': 20, 'name': '热缩膜/900MM', 'sap_code': '20000503', 'code': 'GC000020', 'desc': '900热缩膜'}, {'id': 31, 'name': '热缩膜/罐装/战马', 'sap_code': '20000962', 'code': 'GC000031', 'desc': '战马热缩膜'}, {'id': 42, 'name': '热缩膜/六罐装/30周年版', 'sap_code': '20002036', 'code': 'GC000042', 'desc': '六罐装热缩膜'}, {'id': 43, 'name': '热缩膜/六罐装/31周年版', 'sap_code': '20002283', 'code': 'GC000043', 'desc': '六罐装热缩膜'}]",热缩膜,包材,红牛,6866,华彬快速消费品饮料（福建）有限公司,YC00000009,净重,是,到货检测,,品管部,品管部,定量,初检,10,等于,吨,,3,卷,否,,,电子称,标识重量±0.5,,kg,49.5000,50.5000,1,1,复检,每次到货每10吨热缩膜随机抽样3卷检测，不足10吨按照10吨标准进行抽样检测。,若有不合格，取同一检测单元内同批次3卷进行复检。,,2025-01-01,9999-12-31
448,,HWBT0458,001,禁用,Q/RW-TS-001-2023,"[{'id': 18, 'name': '热缩膜/450mm', 'sap_code': '20000028', 'code': 'GC000018', 'desc': '450热缩膜'}, {'id': 19, 'name': '热缩膜/375mm', 'sap_code': '20000029', 'code': 'GC000019', 'desc': '强化型热缩膜'}, {'id': 20, 'name': '热缩膜/900MM', 'sap_code': '20000503', 'code': 'GC000020', 'desc': '900热缩膜'}, {'id': 31, 'name': '热缩膜/罐装/战马', 'sap_code': '20000962', 'code': 'GC000031', 'desc': '战马热缩膜'}, {'id': 42, 'name': '热缩膜/六罐装/30周年版', 'sap_code': '20002036', 'code': 'GC000042', 'desc': '六罐装热缩膜'}, {'id': 43, 'name': '热缩膜/六罐装/31周年版', 'sap_code': '20002283', 'code': 'GC000043', 'desc': '六罐装热缩膜'}]",热缩膜,包材,红牛,,,YC00000009,净重,是,到货检测,,品管部,品管部,定量,初检,10,等于,吨,,3,卷,否,,,电子称,标识重量±0.5,,kg,69.5000,70.5000,1,1,复检,每次到货每10吨热缩膜随机抽样3卷检测，不足10吨按照10吨标准进行抽样检测。,若有不合格，取同一检测单元内同批次3卷进行复检。,,2025-01-01,9999-12-31
449,,HWBT0459,001,禁用,Q/RW-TS-001-2023,"[{'id': 18, 'name': '热缩膜/450mm', 'sap_code': '20000028', 'code': 'GC000018', 'desc': '450热缩膜'}, {'id': 19, 'name': '热缩膜/375mm', 'sap_code': '20000029', 'code': 'GC000019', 'desc': '强化型热缩膜'}, {'id': 20, 'name': '热缩膜/900MM', 'sap_code': '20000503', 'code': 'GC000020', 'desc': '900热缩膜'}, {'id': 31, 'name': '热缩膜/罐装/战马', 'sap_code': '20000962', 'code': 'GC000031', 'desc': '战马热缩膜'}, {'id': 42, 'name': '热缩膜/六罐装/30周年版', 'sap_code': '20002036', 'code': 'GC000042', 'desc': '六罐装热缩膜'}, {'id': 43, 'name': '热缩膜/六罐装/31周年版', 'sap_code': '20002283', 'code': 'GC000043', 'desc': '六罐装热缩膜'}]",热缩膜,包材,红牛,,,YC00000009,净重,是,到货检测,,品管部,品管部,定量,初检,10,等于,吨,,3,卷,否,,,电子称,标识重量±0.5,,kg,44.5000,45.5000,1,1,复检,每次到货每10吨热缩膜随机抽样3卷检测，不足10吨按照10吨标准进行抽样检测。,若有不合格，取同一检测单元内同批次3卷进行复检。,,2025-01-01,9999-12-31
450,,HWBT0460,001,禁用,Q/RW-TS-001-2023,"[{'id': 18, 'name': '热缩膜/450mm', 'sap_code': '20000028', 'code': 'GC000018', 'desc': '450热缩膜'}, {'id': 19, 'name': '热缩膜/375mm', 'sap_code': '20000029', 'code': 'GC000019', 'desc': '强化型热缩膜'}, {'id': 20, 'name': '热缩膜/900MM', 'sap_code': '20000503', 'code': 'GC000020', 'desc': '900热缩膜'}, {'id': 31, 'name': '热缩膜/罐装/战马', 'sap_code': '20000962', 'code': 'GC000031', 'desc': '战马热缩膜'}, {'id': 42, 'name': '热缩膜/六罐装/30周年版', 'sap_code': '20002036', 'code': 'GC000042', 'desc': '六罐装热缩膜'}, {'id': 43, 'name': '热缩膜/六罐装/31周年版', 'sap_code': '20002283', 'code': 'GC000043', 'desc': '六罐装热缩膜'}]",热缩膜,包材,红牛,,,YC00000009,净重,是,到货检测,,品管部,品管部,定量,初检,10,等于,吨,,3,卷,否,,,电子称,标识重量±0.5,,kg,39.5000,40.5000,1,1,复检,每次到货每10吨热缩膜随机抽样3卷检测，不足10吨按照10吨标准进行抽样检测。,若有不合格，取同一检测单元内同批次3卷进行复检。,,2025-01-01,9999-12-31
451,,HWBT0461,001,禁用,Q/RW-TS-001-2023,"[{'id': 18, 'name': '热缩膜/450mm', 'sap_code': '20000028', 'code': 'GC000018', 'desc': '450热缩膜'}, {'id': 19, 'name': '热缩膜/375mm', 'sap_code': '20000029', 'code': 'GC000019', 'desc': '强化型热缩膜'}, {'id': 20, 'name': '热缩膜/900MM', 'sap_code': '20000503', 'code': 'GC000020', 'desc': '900热缩膜'}, {'id': 31, 'name': '热缩膜/罐装/战马', 'sap_code': '20000962', 'code': 'GC000031', 'desc': '战马热缩膜'}, {'id': 42, 'name': '热缩膜/六罐装/30周年版', 'sap_code': '20002036', 'code': 'GC000042', 'desc': '六罐装热缩膜'}, {'id': 43, 'name': '热缩膜/六罐装/31周年版', 'sap_code': '20002283', 'code': 'GC000043', 'desc': '六罐装热缩膜'}]",热缩膜,包材,红牛,8886,红牛维他命饮料（江苏）有限公司,YF00000027,净重,是,到货检测,,品管部,品管部,定量,复检,10,大于等于,吨,,3,卷,否,,,电子称,标识重量±0.5,,kg,34.5000,35.5000,1,1,不合格,从初检问题检测单元同一批次中取3卷进行复检。,若仍有不合格，则判定该批次检测不合格。,,2025-01-01,9999-12-31
452,,HWBT0462,001,禁用,Q/RW-TS-001-2023,"[{'id': 18, 'name': '热缩膜/450mm', 'sap_code': '20000028', 'code': 'GC000018', 'desc': '450热缩膜'}, {'id': 19, 'name': '热缩膜/375mm', 'sap_code': '20000029', 'code': 'GC000019', 'desc': '强化型热缩膜'}, {'id': 20, 'name': '热缩膜/900MM', 'sap_code': '20000503', 'code': 'GC000020', 'desc': '900热缩膜'}, {'id': 31, 'name': '热缩膜/罐装/战马', 'sap_code': '20000962', 'code': 'GC000031', 'desc': '战马热缩膜'}, {'id': 42, 'name': '热缩膜/六罐装/30周年版', 'sap_code': '20002036', 'code': 'GC000042', 'desc': '六罐装热缩膜'}, {'id': 43, 'name': '热缩膜/六罐装/31周年版', 'sap_code': '20002283', 'code': 'GC000043', 'desc': '六罐装热缩膜'}]",热缩膜,包材,红牛,8885,广东红牛维他命饮料有限公司,YF00000027,净重,是,到货检测,,品管部,品管部,定量,复检,10,大于等于,吨,,3,卷,否,,,电子称,标识重量±0.5,,kg,34.5000,35.5000,1,1,不合格,从初检问题检测单元同一批次中取3卷进行复检。,若仍有不合格，则判定该批次检测不合格。,,2025-01-01,9999-12-31
453,,HWBT0463,001,禁用,Q/RW-TS-001-2023,"[{'id': 18, 'name': '热缩膜/450mm', 'sap_code': '20000028', 'code': 'GC000018', 'desc': '450热缩膜'}, {'id': 19, 'name': '热缩膜/375mm', 'sap_code': '20000029', 'code': 'GC000019', 'desc': '强化型热缩膜'}, {'id': 20, 'name': '热缩膜/900MM', 'sap_code': '20000503', 'code': 'GC000020', 'desc': '900热缩膜'}, {'id': 31, 'name': '热缩膜/罐装/战马', 'sap_code': '20000962', 'code': 'GC000031', 'desc': '战马热缩膜'}, {'id': 42, 'name': '热缩膜/六罐装/30周年版', 'sap_code': '20002036', 'code': 'GC000042', 'desc': '六罐装热缩膜'}, {'id': 43, 'name': '热缩膜/六罐装/31周年版', 'sap_code': '20002283', 'code': 'GC000043', 'desc': '六罐装热缩膜'}]",热缩膜,包材,红牛,8880,红牛维他命饮料有限公司,YF00000027,净重,是,到货检测,,品管部,品管部,定量,复检,10,大于等于,吨,,3,卷,否,,,电子称,标识重量±0.5,,kg,34.5000,35.5000,1,1,不合格,从初检问题检测单元同一批次中取3卷进行复检。,若仍有不合格，则判定该批次检测不合格。,,2025-01-01,9999-12-31
454,,HWBT0464,001,禁用,Q/RW-TS-001-2023,"[{'id': 18, 'name': '热缩膜/450mm', 'sap_code': '20000028', 'code': 'GC000018', 'desc': '450热缩膜'}, {'id': 19, 'name': '热缩膜/375mm', 'sap_code': '20000029', 'code': 'GC000019', 'desc': '强化型热缩膜'}, {'id': 20, 'name': '热缩膜/900MM', 'sap_code': '20000503', 'code': 'GC000020', 'desc': '900热缩膜'}, {'id': 31, 'name': '热缩膜/罐装/战马', 'sap_code': '20000962', 'code': 'GC000031', 'desc': '战马热缩膜'}, {'id': 42, 'name': '热缩膜/六罐装/30周年版', 'sap_code': '20002036', 'code': 'GC000042', 'desc': '六罐装热缩膜'}, {'id': 43, 'name': '热缩膜/六罐装/31周年版', 'sap_code': '20002283', 'code': 'GC000043', 'desc': '六罐装热缩膜'}]",热缩膜,包材,红牛,8883,红牛维他命饮料（湖北）有限公司,YF00000027,净重,是,到货检测,,品管部,品管部,定量,复检,10,大于等于,吨,,3,卷,否,,,电子称,标识重量±0.5,,kg,49.5000,50.5000,1,1,不合格,从初检问题检测单元同一批次中取3卷进行复检。,若仍有不合格，则判定该批次检测不合格。,,2025-01-01,9999-12-31
455,,HWBT0465,001,禁用,Q/RW-TS-001-2023,"[{'id': 18, 'name': '热缩膜/450mm', 'sap_code': '20000028', 'code': 'GC000018', 'desc': '450热缩膜'}, {'id': 19, 'name': '热缩膜/375mm', 'sap_code': '20000029', 'code': 'GC000019', 'desc': '强化型热缩膜'}, {'id': 20, 'name': '热缩膜/900MM', 'sap_code': '20000503', 'code': 'GC000020', 'desc': '900热缩膜'}, {'id': 31, 'name': '热缩膜/罐装/战马', 'sap_code': '20000962', 'code': 'GC000031', 'desc': '战马热缩膜'}, {'id': 42, 'name': '热缩膜/六罐装/30周年版', 'sap_code': '20002036', 'code': 'GC000042', 'desc': '六罐装热缩膜'}, {'id': 43, 'name': '热缩膜/六罐装/31周年版', 'sap_code': '20002283', 'code': 'GC000043', 'desc': '六罐装热缩膜'}]",热缩膜,包材,红牛,6865,华彬快速消费品饮料（贵州）有限公司,YF00000027,净重,是,到货检测,,品管部,品管部,定量,复检,10,大于等于,吨,,3,卷,否,,,电子称,标识重量±0.5,,kg,49.5000,50.5000,1,1,不合格,从初检问题检测单元同一批次中取3卷进行复检。,若仍有不合格，则判定该批次检测不合格。,,2025-01-01,9999-12-31
