序号,操作,物料编码,商品名称,审批状态,启/禁状态,"单位重量
吨/箱(组、包)",物料单位,"单位货值
元/箱(组、包)","纸箱价格
元/张",外包装箱价格,是否为促销物料,是否为箱内码促销,是否为消费者促销,是否五码合一,促销方式,封箱方式,是否有内膜,是否有外膜,箱内包装形式,箱内数量,箱内单位,投放区域,箱内是否有礼品,商品保质期,材质,备注,标箱折扣系数,品牌,物料大类,物料品类,商品图例,分配量,促销方案,保质期预警(天),有效期起,有效期止
324,编辑 删除,329,10001015,红牛/250ML/扫码促销/六罐装/2023,0.00185,0.250,红牛,,红牛六联包,六联包,0,1,3,,,,0,0,CAR,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:53,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 76, 'goods_id': 329, 'weight': '0.00185', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
325,编辑 删除,328,10001019,红牛/普通型/250ML/24/1元换购-藏区/2023,0.00740,1.000,红牛,,红牛促销型,西北1元促销,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:53,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 75, 'goods_id': 328, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
326,编辑 删除,327,10001018,红牛/普通型/250ML/24/1元换购/2023,0.00740,1.000,红牛,,红牛促销型,西北1元促销,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:53,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 74, 'goods_id': 327, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
327,编辑 删除,326,10001014,红牛/普通型/250ML/24/扫码促销/2023,0.00740,1.000,红牛,,红牛促销型,扫码促销,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:53,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 73, 'goods_id': 326, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
328,编辑 删除,325,10001013,红牛/250ML/24/扫码促销/两元促销/台州专供,0.00740,1.000,红牛,,红牛促销型,红牛促销型,0,1,3,,,,0,0,CAR,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:53,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 72, 'goods_id': 325, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
329,编辑 删除,324,10001003,红牛/强化型/250ml/蓝色/24/28周年,0.00740,1.000,红牛,,红牛强化型,强化型,0,1,3,,,,0,0,CAR,2,112.80,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,1,2024-01-10 14:56:53,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 71, 'goods_id': 324, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]","[{'id': 10, 'goods_id': 324, 'price': '112.80', 'from_date': '2023-01-02', 'expiry_date': '2027-04-30', 'status': 2}]",[]
330,编辑 删除,323,10001001,红牛/普通型/250ML/六罐装/28周年,0.00185,0.250,红牛,,红牛六联包,六联包,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:53,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 70, 'goods_id': 323, 'weight': '0.00185', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
331,编辑 删除,322,10001000,红牛/250ML/24/28周年纪念装,0.00740,1.000,红牛,,红牛普通型,红牛普通型,0,1,3,,,,0,0,CAR,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:53,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 69, 'goods_id': 322, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
332,编辑 删除,321,10000998,红牛/250ML/24/28周年纪念装/两元促销/台州专供,0.00740,1.000,红牛,,红牛促销型,红牛普通型,0,1,3,,,,0,0,CAR,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:53,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 68, 'goods_id': 321, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
333,编辑 删除,320,10000997,红牛/250ML/24/27周年版/两元促销/台州专供,0.00740,1.000,红牛,,红牛促销型,红牛普通型,0,1,3,,,,0,0,CAR,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:53,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 67, 'goods_id': 320, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
334,编辑 删除,319,10001031,红牛维生素功能饮料/普通型/250ML/12/2024开门红加大礼盒,0.00370,0.500,红牛,,十二罐礼盒,12罐礼盒,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:53,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 66, 'goods_id': 319, 'weight': '0.00370', 'from_date': '2023-01-01', 'expiry_date': '2024-03-31', 'status': 1}, {'id': 316, 'goods_id': 319, 'weight': '0.00370', 'from_date': '2024-04-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
335,编辑 删除,318,10001030,红牛维生素功能饮料/普通型/250ML/12/2024开门红礼盒,0.00370,0.500,红牛,,十二罐礼盒,12罐礼盒,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:53,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 65, 'goods_id': 318, 'weight': '0.00370', 'from_date': '2023-01-01', 'expiry_date': '2024-03-31', 'status': 1}, {'id': 315, 'goods_id': 318, 'weight': '0.00370', 'from_date': '2024-04-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
336,编辑 删除,317,10000994,红牛/250ML/12/2023开门红加大礼盒,0.00370,0.500,红牛,,十二罐礼盒,12罐礼盒,0,1,3,,,,0,0,CAR,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:53,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 64, 'goods_id': 317, 'weight': '0.00370', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
337,编辑 删除,316,10000993,红牛/250ML/12/2023开门红礼盒,0.00370,0.500,红牛,,十二罐礼盒,12罐礼盒,0,1,3,,,,0,0,CAR,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:53,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 63, 'goods_id': 316, 'weight': '0.00370', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
338,编辑 删除,315,10000978,红牛/普通型/250ML/24/2022普通装箱内码2期,0.00740,1.000,红牛,,红牛促销型,箱内码促销,0,1,3,,,,0,1,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:53,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 62, 'goods_id': 315, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
339,编辑 删除,314,10000962,红牛/普通型/250ML/24/1元乐享/2022,0.00740,1.000,红牛,,红牛促销型,西北1元促销,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:53,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 61, 'goods_id': 314, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
340,编辑 删除,313,10000961,红牛/普通型/250ML/24/广东促销/2022,0.00740,1.000,红牛,,红牛促销型,广东专属促销,0,1,3,,,,0,1,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:53,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 60, 'goods_id': 313, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
341,编辑 删除,312,10000960,红牛/250ML/扫码促销/六罐装/缩膜装/2022,0.00185,0.250,红牛,,红牛六联包,六联包,0,1,3,,,,0,0,CAR,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:53,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 59, 'goods_id': 312, 'weight': '0.00185', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
342,编辑 删除,311,10000959,红牛/普通型/250ML/24/2022普通装箱内码,0.00740,1.000,红牛,,红牛促销型,箱内码促销,0,1,3,,,,0,1,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:53,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 58, 'goods_id': 311, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
343,编辑 删除,310,10000957,红牛/普通型/250ML/24/扫码促销-含箱内码/2022,0.00740,1.000,红牛,,红牛促销型,箱内码促销,0,1,3,,,,0,1,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:53,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 57, 'goods_id': 310, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
344,编辑 删除,309,10000955,红牛/普通型/250ML/24/扫码促销/2022,0.00740,1.000,红牛,,红牛促销型,扫码促销,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:53,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 56, 'goods_id': 309, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
345,编辑 删除,308,10000945,红牛/强化型/250ml/蓝色/24/27周年,0.00740,1.000,红牛,,红牛强化型,强化型,0,1,3,,,,0,0,CAR,2,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:53,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 55, 'goods_id': 308, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
346,编辑 删除,307,10000944,红牛/普通型/250ML/六罐装/27周年,0.00185,0.250,红牛,,红牛六联包,六联包,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 54, 'goods_id': 307, 'weight': '0.00185', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
347,编辑 删除,306,10000943,红牛/250ML/24/27周年纪念装,0.00740,1.000,红牛,,红牛普通型,红牛普通型,0,1,3,,,,0,0,CAR,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 53, 'goods_id': 306, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
348,编辑 删除,305,10000938,红牛/250ML/12/2022开门红加大礼盒,0.00370,0.500,红牛,,十二罐礼盒,12罐礼盒,0,1,3,,,,0,0,CAR,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 52, 'goods_id': 305, 'weight': '0.00370', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
349,编辑 删除,304,10000937,红牛/250ML/12/2022开门红礼盒,0.00370,0.500,红牛,,十二罐礼盒,12罐礼盒,0,1,3,,,,0,0,CAR,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 51, 'goods_id': 304, 'weight': '0.00370', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
350,编辑 删除,303,10000932,红牛/普通型/250ML/24/普通箱内码促销/2021,0.00740,1.000,红牛,,红牛促销型,红牛促销型,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 50, 'goods_id': 303, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
351,编辑 删除,302,10000931,红牛/普通型/250ML/24/箱内码/电子标签/2021,0.00740,1.000,红牛,,红牛促销型,红牛促销型,0,1,3,,,,0,1,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 49, 'goods_id': 302, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
352,编辑 删除,301,10000928,红牛/250ML/12/2021双节礼盒,0.00370,0.500,红牛,,十二罐礼盒,12罐礼盒,0,1,3,,,,0,0,CAR,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 48, 'goods_id': 301, 'weight': '0.00370', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
353,编辑 删除,300,10000914,红牛/250ML/2021/扫码促销/六罐装/缩膜装,0.00185,0.250,红牛,,红牛六联包,六联包,0,1,3,,,,0,0,CAR,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 47, 'goods_id': 300, 'weight': '0.00185', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
354,编辑 删除,299,10000919,红牛/普通型/250ML/24/1元享红牛/2021,0.00740,1.000,红牛,,红牛促销型,红牛促销型,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 46, 'goods_id': 299, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
355,编辑 删除,298,10000917,红牛/普通型/250ML/24/广东促销/2021,0.00740,1.000,红牛,,红牛促销型,红牛促销型,0,1,3,,,,0,1,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 45, 'goods_id': 298, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
356,编辑 删除,297,10000916,红牛/普通型/250ML/24/广东促销-非电子标签/2021,0.00740,1.000,红牛,,红牛促销型,红牛促销型,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 44, 'goods_id': 297, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
357,编辑 删除,296,10000915,红牛/普通型/250ML/24/扫码促销-箱内码/2021,0.00740,1.000,红牛,,红牛促销型,红牛促销型,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 43, 'goods_id': 296, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
358,编辑 删除,295,10000913,红牛/普通型/250ML/24/扫码促销/2021,0.00740,1.000,红牛,,红牛促销型,红牛促销型,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 42, 'goods_id': 295, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
359,编辑 删除,294,10000845,红牛/250ML/2020/1元轻松享/六罐装/缩膜装,0.00185,0.250,红牛,,红牛六联包,六联包,0,1,3,,,,0,0,CAR,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 41, 'goods_id': 294, 'weight': '0.00185', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
360,编辑 删除,293,10000843,红牛/250ML/2020/扫码促销/六罐装/缩膜装,0.00185,0.250,红牛,,红牛六联包,六联包,0,1,3,,,,0,0,CAR,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 40, 'goods_id': 293, 'weight': '0.00185', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
361,编辑 删除,292,10000788,红牛/普通型/250ML/2019壹元再享/六罐装/缩膜装,0.00185,0.250,红牛,,红牛六联包,六联包,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 39, 'goods_id': 292, 'weight': '0.00185', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
362,编辑 删除,291,10000784,红牛/普通型/250ML/2019扫码促销/六罐装/缩膜装,0.00185,0.250,红牛,,红牛六联包,六联包,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 38, 'goods_id': 291, 'weight': '0.00185', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
363,编辑 删除,290,10000750,红牛/普通型/250ML/2018壹元乐享/六罐装/缩膜装,0.00185,0.250,红牛,,红牛六联包,六联包,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 37, 'goods_id': 290, 'weight': '0.00185', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
364,编辑 删除,289,10000746,红牛/普通型/250ML/2018扫码促销/六罐装/缩膜装,0.00185,0.250,红牛,,红牛六联包,六联包,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 36, 'goods_id': 289, 'weight': '0.00185', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
365,编辑 删除,288,10000901,红牛/普通型/250ML/六罐装/26周年,0.00185,0.250,红牛,,红牛六联包,六联包,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 35, 'goods_id': 288, 'weight': '0.00185', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
366,编辑 删除,287,10000820,红牛/普通型/250ML/六罐装/25周年,0.00185,0.250,红牛,,红牛六联包,六联包,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 34, 'goods_id': 287, 'weight': '0.00185', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
367,编辑 删除,286,10000387,红牛/普通型/250ML/六罐装/缩膜装,0.00185,0.250,红牛,,红牛六联包,六联包,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 33, 'goods_id': 286, 'weight': '0.00185', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
368,编辑 删除,285,10000044,红牛维生素功能饮料/牛磺酸强化型/250ml/四罐装,0.00123,0.167,红牛,,强化四罐礼盒,强化型,0,1,3,,,,0,0,CAR,2,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 32, 'goods_id': 285, 'weight': '0.00123', 'from_date': '2023-01-01', 'expiry_date': '2024-03-31', 'status': 1}, {'id': 314, 'goods_id': 285, 'weight': '0.00123', 'from_date': '2024-04-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
369,编辑 删除,284,10000001,红牛/强化型/250ml/蓝色/24,0.00740,1.000,红牛,,红牛强化型,强化型,0,1,3,,,,0,0,CAR,2,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 31, 'goods_id': 284, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
370,编辑 删除,283,10000177,红牛/强化型/250ml/蓝色/24/充氮,0.00740,1.000,红牛,,红牛强化型,强化型,0,1,3,,,,0,0,CAR,2,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 30, 'goods_id': 283, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
371,编辑 删除,282,10000902,红牛/强化型/250ml/蓝色/24/26周年,0.00740,1.000,红牛,,红牛强化型,强化型,0,1,3,,,,0,0,CAR,2,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 29, 'goods_id': 282, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
372,编辑 删除,281,10000822,红牛/强化型/250ml/蓝色/24/25周年,0.00740,1.000,红牛,,红牛强化型,强化型,0,1,3,,,,0,0,CAR,2,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 28, 'goods_id': 281, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
373,编辑 删除,280,10000844,红牛/普通型/250ML/24/1元轻松享/2020,0.00740,1.000,红牛,,红牛促销型,红牛促销型,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 27, 'goods_id': 280, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
374,编辑 删除,279,10000787,红牛/普通型/250ML/24/壹元再享/2019,0.00740,1.000,红牛,,红牛促销型,红牛促销型,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 26, 'goods_id': 279, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
375,编辑 删除,278,10000748,红牛/普通型/250ML/24/壹元乐享/2018,0.00740,1.000,红牛,,红牛促销型,红牛促销型,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 25, 'goods_id': 278, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
